isin,name,nse,bse,yahoo,industry_group,industry,price,mcap_cr
INE484I01029,Precision Camshf,PRECAM,539636,PRECAM.NS,Auto Components,Auto Components & Equipments,130.58,1240.33
INE486R01017,GPT Healthcare,GPTHEALTH,544131,GPTHEALTH.NS,Healthcare Services,Hospital,150.64,1236.07
INE535D01037,Roto Pumps,ROTO,517500,ROTO.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",65.58,1235.83
INE786F01031,Uttam Sug.Mills,UTTAMSUGAR,532729,UTTAMSUGAR.NS,Agricultural Food & other Products,Sugar,323.3,1233.01
INE0JYY01029,Mangalam World.,MWL,544764,MWL.NS,Metals & Minerals Trading,Trading - Metals,41.44,1230.8
INE405C01035,Lincoln Pharma.,LINCOLN,531633,LINCOLN.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,614.05,1229.93
INE963C01033,Faze Three,FAZE3Q,530079,FAZE3Q.NS,Textiles & Apparels,Other Textile Products,498.9,1227.19
INE405A01021,Ultramarine Pig.,ULTRAMAR,506685,ULTRAMAR.NS,Chemicals & Petrochemicals,Dyes And Pigments,419.4,1224.65
INE724A01017,GYFTR,GYFTR,507912,GYFTR.NS,Finance,Other Financial Services,159.32,1223.71
INE895B01021,Rupa & Co,RUPA,533552,RUPA.NS,Textiles & Apparels,Garments & Apparels,153.53,1220.94
INE142Q01026,Sula Vineyards,SULA,543711,SULA.NS,Beverages,Breweries & Distilleries,144.55,1220.68
INE062D01024,Alicon Cast.,ALICON,531147,ALICON.NS,Auto Components,Auto Components & Equipments,741.1,1216.28
INE02NC01014,Fino Payments,FINOPB,543386,FINOPB.NS,Banks,Other Bank,145.93,1214.41
INE0V0W01025,Gujarat Kidney,GKSL,544666,GKSL.NS,Healthcare Services,Hospital,152.97,1206.07
INE727B01026,Genesys Intl.,GENESYS,506109,GENESYS.NS,IT - Services,IT Enabled Services,179.35,1199.22
INE258R01028,Panorama Studios,PANORAMA,539469,PANORAMA.NS,Entertainment,"Film Production, Distribution & Exhibition",45.93,1196.64
INE887D01016,TCC Concept,TCC,512038,TCC.NS,Retailing,Internet & Catalogue Retail,251.7,1196.28
INE0PRF01011,Unihealth Hosp,UNIHEALTH,,UNIHEALTH.NS,Healthcare Services,Hospital,751.1,1194.25
INE435A01051,Andhra Paper,ANDHRAPAP,502330,ANDHRAPAP.NS,"Paper, Forest & Jute Products",Paper & Paper Products,59.96,1192.31
INE794B01026,Balaji Telefilms,BALAJITELE,532382,BALAJITELE.NS,Entertainment,Media & Entertainment,97.8,1192.2
INE041A01016,Dhampur Sugar,DHAMPURSUG,500119,DHAMPURSUG.NS,Agricultural Food & other Products,Sugar,185.23,1191.15
INE255D01024,Gulshan Polyols,GULPOLY,532457,GULPOLY.NS,Agricultural Food & other Products,Other Agricultural Products,190.71,1189.47
INE046A01015,Rel. Indl. Infra,RIIL,523445,RIIL.NS,Transport Services,Logistics Solution Provider,786.1,1187.01
INE350H01032,B.L.Kashyap,BLKASHYAP,532719,BLKASHYAP.NS,Construction,Civil Construction,52.52,1184.01
INE0PT501018,Platinum Industr,PLATIND,544134,PLATIND.NS,Chemicals & Petrochemicals,Specialty Chemicals,215.2,1181.98
INE199P01028,Gretex Corporate,GCSL,543324,GCSL.NS,Capital Markets,Other Capital Market related Services,488.9,1181.15
INE866K01023,Indosolar,WAAREEINDO,533257,WAAREEINDO.NS,Electrical Equipment,Heavy Electrical Equipment,283.9,1181.13
INE362A01016,PVP Ventures,PVP,517556,PVP.NS,Realty,"Residential, Commercial Projects",45.35,1180.93
INE07U701015,IRM Energy,IRMENERGY,544004,IRMENERGY.NS,Gas,LPG/CNG/PNG/LNG Supplier,286.15,1174.92
INE671K01027,Sunrakshakk Inds,SUNRAKSHAK,539300,SUNRAKSHAK.NS,Textiles & Apparels,Other Textile Products,378.45,1173.45
INE0H9P01028,Arisinfra Solu.,ARIS,544419,ARIS.NS,Other Construction Materials,Other Construction Materials,143.41,1173.01
INE0PA801013,GHCL Textiles,GHCLTEXTIL,543918,GHCLTEXTIL.NS,Textiles & Apparels,Other Textile Products,122.49,1170.83
INE17D601016,Safe Enterprises,SAFEENTP,,SAFEENTP.NS,Consumer Durables,"Furniture, Home Furnishing",250,1165.11
INE06IJ01010,Utssav CZ Gold,UTSSAV,,UTSSAV.NS,Consumer Durables,"Gems, Jewellery And Watches",482.25,1164.54
INE1J5V01013,Anawil Wire,ANAWIL,,ANAWIL.NS,Electrical Equipment,Heavy Electrical Equipment,465.15,1162.87
INE295F01017,Butterfly Gan Ap,BUTTERFLY,517421,BUTTERFLY.NS,Consumer Durables,Household Appliances,647.4,1157.55
INE701G01012,A.K.Capital Serv,AKCAPIT,530499,AKCAPIT.NS,Finance,Non Banking Financial Company (NBFC),1750,1155
INE073V01015,Commerl. Synbags,COMSYN,539986,COMSYN.NS,Industrial Products,Packaging,286.17,1154.39
INE672B01032,Munjal Auto Inds,MUNJALAU,520059,MUNJALAU.NS,Auto Components,Auto Components & Equipments,115.35,1153.5
INE0GGO01015,Krishival Foods,KRISHIVAL,544416,KRISHIVAL.NS,Food Products,Other Food Products,405.65,1152.06
INE0D0K01022,Sigachi Indust.,SIGACHI,543389,SIGACHI.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,30.05,1148.26
INE959C01023,Oriental Aromat.,OAL,500078,OAL.NS,Chemicals & Petrochemicals,Specialty Chemicals,339.85,1143.72
INE658G01014,S.A.L Steel,SALSTEEL,532604,SALSTEEL.NS,Ferrous Metals,Sponge Iron,78.93,1142.64
INE02L001032,Borosil Scienti.,BOROSCI,544184,BOROSCI.NS,Industrial Products,Glass - Industrial,128.4,1142.14
INE557A01011,BirlaNu Ltd,BIRLANU,509675,BIRLANU.NS,Other Construction Materials,Other Construction Materials,1514.2,1141.84
INE520Y01019,ICE Make Refrig.,ICEMAKE,,ICEMAKE.NS,Industrial Manufacturing,Industrial Products,721.7,1138.82
INE950M01013,Monte Carlo Fas.,MONTECARLO,538836,MONTECARLO.NS,Textiles & Apparels,Garments & Apparels,547.85,1135.81
INE284B01028,TGV Sraac,TGVSL,507753,TGVSL.NS,Chemicals & Petrochemicals,Commodity Chemicals,105.89,1133.97
INE660C01027,Centrum Capital,CENTRUM,501150,CENTRUM.NS,Finance,Other Financial Services,23.28,1133.34
INE0O5T01011,Remus Pharma.,REMUS,,REMUS.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,961.65,1133.21
INE173M01012,Onix Solar,ONIXSOLAR,513119,ONIXSOLAR.NS,Non - Ferrous Metals,Copper,305.9,1127.79
INE577L01016,STEL Holdings,STEL,533316,STEL.NS,Finance,Investment Company,611.05,1127.72
INE0PXC01024,Emkay Tools,ETL,,ETL.NS,Industrial Manufacturing,Industrial Products,1055,1125.82
INE1ARD01016,Sacheerome,SACHEEROME,,SACHEEROME.NS,Chemicals & Petrochemicals,Specialty Chemicals,500.55,1119.87
INE0PPK01015,Orient Tech.,ORIENTTECH,544235,ORIENTTECH.NS,IT - Services,IT Enabled Services,243.65,1116.06
INE828A01016,Bhartiya Intl.,BIL,526666,BIL.NS,Consumer Durables,Leather And Leather Products,831.1,1114.54
INE999K01014,Orient Green,GREENPOWER,533263,GREENPOWER.NS,Power,Power Generation,9.48,1112.03
INE866R01028,Matrimony.com,MATRIMONY,540704,MATRIMONY.NS,Retailing,Internet & Catalogue Retail,537.05,1110.26
INE964H01014,SEPC,SEPC,532945,SEPC.NS,Construction,Civil Construction,5.79,1108.8
INE701A01023,Vardhman Hold.,VHL,500439,VHL.NS,Finance,Investment Company,3453.8,1101.76
INE0ECP01024,HMA Agro Inds.,HMAAGRO,543929,HMAAGRO.NS,Food Products,Meat Products including Poultry,21.97,1100.19
INE451C01013,Auto.Corp.of Goa,ACGL,505036,ACGL.NS,Auto Components,Auto Components & Equipments,1806.2,1099.73
INE643K01018,Arihant Super.,ARIHANTSUP,506194,ARIHANTSUP.NS,Realty,"Residential, Commercial Projects",254.15,1099.2
INE0WO601020,Laxmi Dental,LAXMIDENTL,544339,LAXMIDENTL.NS,Healthcare Equipment & Supplies,Medical Equipment & Supplies,198.14,1090.2
INE01BK01022,Antony Waste han,AWHCL,543254,AWHCL.NS,Other Utilities,Waste Management,383.85,1089.59
INE137I01015,GRP,GRPLTD,509152,GRPLTD.NS,Industrial Products,Rubber,2039.4,1087.68
INE01GN01025,Iris Clothings,IRISDOREME,,IRISDOREME.NS,Textiles & Apparels,Garments & Apparels,57,1084.89
INE670O01013,One Global Serv,ONEGLOBAL,514330,ONEGLOBAL.NS,Healthcare Services,Healthcare Service Provider,555.1,1084.83
INE524B01027,Gandhi Spl. Tube,GANDHITUBE,513108,GANDHITUBE.NS,Industrial Products,Iron & Steel Products,892.35,1084.38
INE199E01014,Sunshield Chem.,SUNSHIEL,530845,SUNSHIEL.NS,Chemicals & Petrochemicals,Specialty Chemicals,1232.6,1084.05
INE411U01027,Bajaj Healthcare,BAJAJHCARE,539872,BAJAJHCARE.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,322,1083.94
INE068B01017,Saint-Gob. Sekur,SEKURITIND,515043,SEKURITIND.NS,Auto Components,Auto Components & Equipments,118.71,1081.57
INE290A01027,Nahar Spinning,NAHARSPING,500296,NAHARSPING.NS,Textiles & Apparels,Other Textile Products,299.8,1081.24
INE869Y01028,Tembo Global,TEMBO,,TEMBO.NS,Industrial Products,Iron & Steel Products,58.3,1081.19
INE00EV01017,Hariom Pipe,HARIOMPIPE,543517,HARIOMPIPE.NS,Industrial Products,Iron & Steel Products,348.5,1079.21
INE412G01024,BCL Industries,BCLIND,524332,BCLIND.NS,Beverages,Breweries & Distilleries,36.5,1077.35
INE570D01018,Arrow Greentech,ARROWGREEN,516064,ARROWGREEN.NS,Industrial Products,Packaging,713.15,1076
INE0R6Z01013,SRM Contractors,SRM,544158,SRM.NS,Construction,Civil Construction,467.85,1073.44
INE796G01012,Jindal Photo,JINDALPHOT,532624,JINDALPHOT.NS,Finance,Investment Company,1044.9,1071.89
INE232A01011,Sh. Digvijay Cem,SHREDIGCEM,502180,SHREDIGCEM.NS,Cement & Cement Products,Cement & Cement Products,72.39,1070.75
INE734I01027,Finkurve Fin.,FINKURVE,508954,FINKURVE.NS,Finance,Non Banking Financial Company (NBFC),76.32,1069.58
INE414A01015,Madras Fertilize,MADRASFERT,590134,MADRASFERT.NS,Fertilizers & Agrochemicals,Fertilizers,65.52,1055.54
INE694A01020,Unitech,UNITECH,507878,UNITECH.NS,Realty,"Residential, Commercial Projects",4.03,1054.37
INE620D01011,Indl.& Prud.Inv.,INDPRUD,501298,INDPRUD.NS,Finance,Investment Company,6289.5,1054.02
INE754A01055,Subex,SUBEXLTD,532348,SUBEXLTD.NS,IT - Software,Software Products,18.66,1051.83
INE275D01022,Amines & Plast.,AMNPLST,506248,AMNPLST.NS,Chemicals & Petrochemicals,Commodity Chemicals,191.03,1051.05
INE0V9N01017,Prizor Viztech,PRIZOR,,PRIZOR.NS,Industrial Manufacturing,Industrial Products,971.75,1049.12
INE677D01037,Master Trust,MASTERTR,511768,MASTERTR.NS,Capital Markets,Stockbroking & Allied,84.99,1045.51
INE170V01027,Salasar Techno,SALASAR,540642,SALASAR.NS,Industrial Manufacturing,Industrial Products,5.94,1038.28
INE148A01019,T N Petro Prod.,TNPETRO,500777,TNPETRO.NS,Chemicals & Petrochemicals,Petrochemicals,115.21,1036.54
INE0TO701015,Mamata Machinery,MAMATA,544318,MAMATA.NS,Industrial Manufacturing,Industrial Products,420.35,1034.39
INE994E01018,3B Blackbio,3BBLACKBIO,532067,3BBLACKBIO.NS,Healthcare Services,Healthcare Service Provider,1202.5,1032.07
INE559D01011,Crest Ventures,CREST,511413,CREST.NS,Finance,Non Banking Financial Company (NBFC),361.8,1029.31
INE127B01011,The Hi-Tech Gear,HITECHGEAR,522073,HITECHGEAR.NS,Auto Components,Auto Components & Equipments,546.3,1028.14
INE189I01024,Nelcast,NELCAST,532864,NELCAST.NS,Industrial Products,Castings & Forgings,117.81,1024.96
INE00ZE01026,Abans Financial,AFSL,543712,AFSL.NS,Finance,Holding Company,201.34,1023.61
INE284H01025,Dam Capital Advi,DAMCAPITAL,544316,DAMCAPITAL.NS,Capital Markets,Stockbroking & Allied,144.47,1021.2
INE511Y01018,MMP Industries,MMP,,MMP.NS,Non - Ferrous Metals,Aluminium,401.9,1020.93
INE577D01013,Jyoti Resins,JYOTIRES,514448,JYOTIRES.NS,Chemicals & Petrochemicals,Specialty Chemicals,849.5,1019.4
INE147P01019,Jindal Poly Inve,JPOLYINVST,536773,JPOLYINVST.NS,Finance,Investment Company,964,1013.16
INE336H01023,Gayatri Projects,GAYAPROJ,532767,GAYAPROJ.NS,Construction,Civil Construction,21.76,1010.31
INE457F01013,Salzer Electron.,SALZERELEC,517059,SALZERELEC.NS,Electrical Equipment,Other Electrical Equipment,569.55,1007.12
INE413D01011,Arih.Found.Hsg.,ARIHANT,531381,ARIHANT.NS,Realty,"Residential, Commercial Projects",1007.2,1003.74
INE338D01028,Bodal Chemicals,BODALCHEM,524370,BODALCHEM.NS,Chemicals & Petrochemicals,Dyes And Pigments,78.97,994.58
INE366A01041,Dwarikesh Sugar,DWARKESH,532610,DWARKESH.NS,Agricultural Food & other Products,Sugar,53.63,993.77
INE390H01020,Kamdhenu,KAMDHENU,532741,KAMDHENU.NS,Industrial Products,Iron & Steel Products,35.22,992.79
INE778B01029,Ester Industries,ESTER,500136,ESTER.NS,Industrial Products,Packaging,95.14,992.26
INE0MHO01029,Regaal Resources,REGAAL,544485,REGAAL.NS,Agricultural Food & other Products,Other Agricultural Products,95.96,988.33
INE00YJ01010,Jaro Institute,JARO,544534,JARO.NS,Other Consumer Services,E-Learning,443.1,986.8
INE00U401027,Unicommerce,UNIECOM,544227,UNIECOM.NS,IT - Software,Software Products,87.47,982.98
INE083B01024,Themis Medicare,THEMISMED,530199,THEMISMED.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,106.14,977.55
INE107A01015,T N Newsprint,TNPL,531426,TNPL.NS,"Paper, Forest & Jute Products",Paper & Paper Products,141.11,976.63
INE0DM401012,Shri Ahimsa,SHRIAHIMSA,,SHRIAHIMSA.NS,Food Products,Other Food Products,415,972.38
INE0GMR01016,Swaraj Suiting,SWARAJ,544861,SWARAJ.NS,Textiles & Apparels,Other Textile Products,367.6,971.14
INE611A01016,RSWM Ltd,RSWM,500350,RSWM.NS,Textiles & Apparels,Other Textile Products,204.83,964.78
INE365Y01019,Bharat Parenter.,BPLPHARMA,541096,BPLPHARMA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1397.1,962.88
INE17WC01013,Tejas Cargo,TEJASCARGO,,TEJASCARGO.NS,Transport Services,Logistics Solution Provider,402,960.49
INE194D01017,Asian Star Co.,ASTAR,531847,ASTAR.NS,Consumer Durables,"Gems, Jewellery And Watches",600,960.41
INE540G01014,Ambika Cotton,AMBIKCO,531978,AMBIKCO.NS,Textiles & Apparels,Other Textile Products,1677,960.08
INE0VCK01011,FlySBS Aviation,FLYSBS,,FLYSBS.NS,Transport Services,Airline,554.6,959.67
INE528A01020,GKW,GKWLIMITED,,GKWLIMITED.NS,Finance,Investment Company,1606.5,959.08
INE019J01013,Health X Platform,HEALTHX,533259,HEALTHX.NS,Healthcare Services,Healthcare Service Provider,300.85,957.02
INE0SFW01015,Freshara Agro,FRESHARA,,FRESHARA.NS,Food Products,Other Food Products,406.95,956.3
INE841D01013,Amal,AMAL,506597,AMAL.NS,Chemicals & Petrochemicals,Specialty Chemicals,772.95,955.57
INE082A01010,Kopran,KOPRAN,524280,KOPRAN.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,196.09,946.83
INE840M01016,Zuari Agro Chem.,ZUARI,534742,ZUARI.NS,Fertilizers & Agrochemicals,Fertilizers,225.04,946.47
INE477B01010,Dhunseri Vent.,DVL,523736,DVL.NS,Industrial Products,Packaging,269.49,943.75
INE0RFP01011,Sathlokhar Sys.,SSEGL,,SSEGL.NS,Construction,Civil Construction,363,943.02
INE032B01021,Prime Securities,PRIMESECU,500337,PRIMESECU.NS,Finance,Other Financial Services,276.65,939.51
INE235C01036,Sumeet Industrie,SUMEETINDS,514211,SUMEETINDS.NS,Textiles & Apparels,Other Textile Products,13.52,939.3
INE076C01018,IFB Agro Inds.,IFBAGRO,507438,IFBAGRO.NS,Beverages,Breweries & Distilleries,1001.5,938.41
INE843S01025,Suraj Estate,SURAJEST,544054,SURAJEST.NS,Realty,"Residential, Commercial Projects",195.46,933.78
INE354C01027,Bhageria Indust.,BHAGERIA,530803,BHAGERIA.NS,Chemicals & Petrochemicals,Dyes And Pigments,212.7,928.31
INE492A01029,Sudarshan Colorants,SUDARCOLOR,506390,SUDARCOLOR.NS,Chemicals & Petrochemicals,Dyes And Pigments,401.25,926.16
INE107F01022,Wanbury,WANBURY,524212,WANBURY.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,264.85,926.1
INE658T01017,Wealth First Por,WEALTH,544536,WEALTH.NS,Finance,Other Financial Services,866.85,923.63
INE409B01013,Swelect Energy,SWELECTES,532051,SWELECTES.NS,Electrical Equipment,Heavy Electrical Equipment,608.9,923.02
INE048C01025,Viceroy Hotels,VHLTD,523796,VHLTD.NS,Leisure Services,Hotels & Resorts,119.76,919.54
INE0QN801017,Krystal Integrat,KRYSTAL,544149,KRYSTAL.NS,Commercial Services & Supplies,Diversified Commercial Services,657.95,919.28
INE06XZ01023,Gem Aromatics,GEMAROMA,544491,GEMAROMA.NS,Chemicals & Petrochemicals,Specialty Chemicals,175.79,918.28
INE663B01015,Control Print,CONTROLPR,522295,CONTROLPR.NS,IT - Hardware,Computers Hardware & Equipments,573.8,917.75
INE032Z01020,Bombay Super Hyb,BSHSL,544757,BSHSL.NS,Agricultural Food & other Products,Other Agricultural Products,87.07,913.69
INE00OQ01016,Dharmaj Crop,DHARMAJ,543687,DHARMAJ.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,270,912.53
INE309M01020,Premier Polyfilm,PREMIERPOL,514354,PREMIERPOL.NS,Industrial Products,Plastic Products - Industrial,86.97,910.95
INE435D01014,Mac Charles(I),MCCHRLS-B,507836,MCCHRLS-B.NS,Leisure Services,Hotels & Resorts,694.95,910.38
INE01EG01016,Ritco Logistics,RITCO,542383,RITCO.NS,Transport Services,Logistics Solution Provider,317.9,909.92
INE049A01027,Himatsing. Seide,HIMATSEIDE,514043,HIMATSEIDE.NS,Textiles & Apparels,Other Textile Products,72.12,906.85
INE319Y01024,Tirupati Forge,TIRUPATIFL,,TIRUPATIFL.NS,Industrial Products,Castings & Forgings,69.62,905.34
INE0LEX01011,Sahana Systems,SAHANA,,SAHANA.NS,IT - Services,IT Enabled Services,853.05,904.62
INE888C01040,Sadhana Nitro,SADHNANIQ,506642,SADHNANIQ.NS,Chemicals & Petrochemicals,Commodity Chemicals,2.97,900.56
INE535F01024,Rajoo Engineers,RAJOOENG,522257,RAJOOENG.NS,Industrial Manufacturing,Industrial Products,50.36,899.81
INE00CE01017,Shree Vasu Logis,SVLL,,SVLL.NS,Transport Services,Logistics Solution Provider,781.05,897.72
INE0SGC01015,M.V.K. Agro,MVKAGRO,,MVKAGRO.NS,Agricultural Food & other Products,Sugar,177.3,895.43
INE730A01022,Oricon Enterpris,ORICONENT,513121,ORICONENT.NS,Industrial Products,Packaging,56.95,894.39
INE388A01029,Ganesh Benzopl.,GANESHBE,500153,GANESHBE.NS,Oil,Oil Storage & Transportation,123.96,892.38
INE760F01028,Indo Amines,INDOAMIN,524648,INDOAMIN.NS,Chemicals & Petrochemicals,Specialty Chemicals,122.35,888.11
INE075B01020,Sical Logistics,SICALLOG,520086,SICALLOG.NS,Transport Services,Logistics Solution Provider,111.21,887.29
INE0CJF01024,Western Carriers,WCIL,544258,WCIL.NS,Transport Services,Logistics Solution Provider,86.7,883.95
INE025A01027,Cons. Finvest,CONSOFINVT,,CONSOFINVT.NS,Finance,Non Banking Financial Company (NBFC),272.5,881.93
INE258Y01016,Laxmi Goldorna,LGHL,,LGHL.NS,Consumer Durables,"Gems, Jewellery And Watches",175.94,881.33
INE770A01010,Pradeep Metals,PRADPME,513532,PRADPME.NS,Auto Components,Auto Components & Equipments,509.25,879.47
INE270B01035,Mafatlal Inds.,MAFATIND,500264,MAFATIND.NS,Textiles & Apparels,Other Textile Products,121.81,879.21
INE0SOY01013,TAC Infosec,TAC,,TAC.NS,IT - Software,Computers - Software & Consulting,417.85,878.58
INE134B01017,Kirl. Electric,KECL,533193,KECL.NS,Electrical Equipment,Other Electrical Equipment,132.23,878.19
INE316A01038,Eco Recyc.,ECORECO,530643,ECORECO.NS,Other Utilities,Waste Management,454.75,877.52
INE442P01014,Suyog Telematics,SUYOG,537259,SUYOG.NS,Telecom - Services,Telecom - Infrastructure,748.8,877.38
INE00QT01015,Synergy Green,SGIL,541929,SGIL.NS,Industrial Products,Castings & Forgings,564.05,876.7
INE287C01037,MIC Electronics,MICEL,532850,MICEL.NS,Industrial Products,Other Industrial Products,36.24,873.43
INE0NG701011,Xtranet Techno.,XTRANET,544838,XTRANET.NS,IT - Services,IT Enabled Services,167.03,873.33
INE750M01017,Hexa Tradex,HEXATRADEX,534328,HEXATRADEX.NS,Finance,Investment Company,158.03,873.12
INE0I3401014,Dhampur Bio,DBOL,543593,DBOL.NS,Agricultural Food & other Products,Sugar,131.15,870.67
INE0OSJ01014,Vinsys IT Serv.,VINSYS,,VINSYS.NS,Other Consumer Services,Education,590,870.24
INE998U01015,Petro Carbon,PCCL,,PCCL.NS,Minerals & Mining,Industrial Minerals,350.1,864.75
INE0JUI01012,Hexagon Nutri.,HEXAGON,544785,HEXAGON.NS,Food Products,Packaged Foods,70.21,863.01
INE333I01044,Neueon Corporation,NEUEON,532887,NEUEON.NS,Electrical Equipment,Heavy Electrical Equipment,15.24,861.74
INE865T01018,Pudumjee Paper,PDMJEPAPER,539785,PDMJEPAPER.NS,"Paper, Forest & Jute Products",Paper & Paper Products,90.69,861.1
INE550H01011,Supreme Infra.,SUPREMEINF,532904,SUPREMEINF.NS,Construction,Civil Construction,88.3,860.95
INE740D01017,N R Agarwal Inds,NRAIL,516082,NRAIL.NS,"Paper, Forest & Jute Products",Paper & Paper Products,503.85,857.51
INE895W01019,Panache Digilife,PANACHE,,PANACHE.NS,IT - Services,IT Enabled Services,533.15,853.79
INE155G01029,NDTV,NDTV,532529,NDTV.NS,Entertainment,TV Broadcasting & Software Production,75.49,851.71
INE565V01010,Valiant Organics,VALIANTORG,540145,VALIANTORG.NS,Chemicals & Petrochemicals,Specialty Chemicals,302.7,848.61
INE347W01011,Magadh Sugar,MAGADSUGAR,540650,MAGADSUGAR.NS,Agricultural Food & other Products,Sugar,601.3,847.33
INE0CG601016,Max India Ltd,MAXIND,543223,MAXIND.NS,Finance,Holding Company,150.1,845.37
INE029Q01017,Baheti Recycling,BAHETI,,BAHETI.NS,Industrial Products,"Aluminium, Copper & Zinc Products",815.1,845.14
INE0AZY01017,Vilas Transcore,VILAS,,VILAS.NS,Industrial Products,Other Industrial Products,345.15,844.93
INE368U01029,United Polyfab,UNITEDPOLY,544756,UNITEDPOLY.NS,Textiles & Apparels,Other Textile Products,36.72,842.78
INE283A01014,Precot,PRECOT,,PRECOT.NS,Textiles & Apparels,Other Textile Products,697.35,836.82
INE880Y01017,Solex Energy,SOLEX,544862,SOLEX.NS,Electrical Equipment,Other Electrical Equipment,772.25,834.22
INE693D01018,Vadilal Enterp.,VADILENT,519152,VADILENT.NS,Food Products,Dairy Products,9700,834.2
INE420B01036,Arihant Capital,ARIHANTCAP,511605,ARIHANTCAP.NS,Capital Markets,Stockbroking & Allied,75.95,832.51
INE217A01012,Zuari Industries,ZUARIIND,500780,ZUARIIND.NS,Agricultural Food & other Products,Sugar,279.3,831.79
INE0DNW01011,Fairchem Organic,FAIRCHEMOR,543252,FAIRCHEMOR.NS,Chemicals & Petrochemicals,Specialty Chemicals,659.95,831.27
INE213D01015,Beekay Steel Ind,BEEKAY,539018,BEEKAY.NS,Industrial Products,Iron & Steel Products,435.3,830.21
INE283H01019,Royal Orch.Hotel,ROHLTD,532699,ROHLTD.NS,Leisure Services,Hotels & Resorts,302.7,830.16
INE800A01015,Birla Cable,BIRLACABLE,500060,BIRLACABLE.NS,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,276.64,829.92
INE060901027,Likhitha Infra.,LIKHITHA,543240,LIKHITHA.NS,Construction,Civil Construction,210.3,829.63
INE236G01019,TVS Elec.,TVSELECT,532513,TVSELECT.NS,IT - Hardware,Computers Hardware & Equipments,441.6,823.6
INE668G01021,Eldeco Housing,ELDEHSG,523329,ELDEHSG.NS,Realty,"Residential, Commercial Projects",835.4,821.45
INE16SF01016,Borana Weaves,BORANA,544404,BORANA.NS,Textiles & Apparels,Other Textile Products,307.95,820.54
INE453D01025,Sarla Performanc,SARLAPOLY,526885,SARLAPOLY.NS,Textiles & Apparels,Other Textile Products,97.89,817.41
INE0BX301013,Prostarm Info,PROSTARM,544410,PROSTARM.NS,Electrical Equipment,Other Electrical Equipment,138.72,816.71
INE606N01019,Excelsoft Tech.,EXCELSOFT,544617,EXCELSOFT.NS,IT - Services,IT Enabled Services,70.9,815.95
INE392A01021,Visaka Industrie,VISAKAIND,509055,VISAKAIND.NS,Cement & Cement Products,Cement & Cement Products,94.43,815.92
INE1SJO01012,Advit Jewels,RAMBHAJO,544803,RAMBHAJO.NS,Consumer Durables,"Gems, Jewellery And Watches",177.41,812.72
INE0JM501013,Nupur Recyclers,NRL,,NRL.NS,Metals & Minerals Trading,Trading - Metals,117.66,812.67
INE917H01012,Sr.Rayala.Hypo,SRHHYPOLTD,532842,SRHHYPOLTD.NS,Chemicals & Petrochemicals,Commodity Chemicals,473.15,812.15
INE0P8B01020,Gaudium IVF,GAUDIUMIVF,544709,GAUDIUMIVF.NS,Healthcare Services,Healthcare Service Provider,111.41,810.92
INE417D01020,Fedders Holding,FEDDERSHOL,511628,FEDDERSHOL.NS,Finance,Non Banking Financial Company (NBFC),40.26,810.9
INE334A01023,Sterling Tools,STERTOOLS,530759,STERTOOLS.NS,Auto Components,Auto Components & Equipments,223,810.48
INE239D01028,Om Infra,OMINFRAL,531092,OMINFRAL.NS,Construction,Civil Construction,84.13,810.2
